#SampleID	Metaphlan2_Analysis
	44
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Hahellaceae|g__Marinobacter|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__Halioglobus	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae|g__Halioglobus|s__	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae|g__Halomonas	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae|g__Halomonas|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__HTCC2089	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__HTCC2089|g__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__HTCC2089|g__|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__HTCC2089|g__SZUA-309	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__HTCC2089|g__SZUA-309|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__HTCC2089|g__SZUA-521	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__HTCC2089|g__SZUA-521|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__HTCC2089|g__UBA7803	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__HTCC2089|g__UBA7803|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	59
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__|s__	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter guillouiae	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter indicus	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__HYN0046	41
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__HYN0046|s__	41
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__UBA2031	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__UBA2031|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Nitrincolaceae	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Nitrincolaceae|g__Marinobacterium	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Nitrincolaceae|g__Marinobacterium|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Oleiphilaceae	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Oleiphilaceae|g__Marinobacter	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Oleiphilaceae|g__Marinobacter|s__Marinobacter persicus_A	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae|g__BRH-c0	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae|g__BRH-c0|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	46
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Azotobacter	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Azotobacter|s__Azotobacter chroococcum	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_A	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_A|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_A|s__Pseudomonas_A stutzeri_E	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_B	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_B|s__Pseudomonas_B oryzihabitans_E	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_C	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_C|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_C|s__Pseudomonas_C caeni	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_D	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_D|s__Pseudomonas_D formosensis	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E	37
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__	20
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__GCF_000282535.1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__GCF_001661075.1	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__GCF_002165135.1	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__GCF_002814235.1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__Pseudomonas_E koreensis_A	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__Pseudomonas_E mendocina_B	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__Pseudomonas_E monteilii_A	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__Pseudomonas_E putida	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__Pseudomonas_E putida_I	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__Pseudomonas_E putida_M	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__Pseudomonas_E sp900580865	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Saccharospirillaceae	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Saccharospirillaceae|g__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Saccharospirillaceae|g__|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae|g__	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae|g__|s__	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__UBA7239	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__UBA7239|g__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__UBA7239|g__|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__REEB76	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__REEB76|f__REEB76	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__REEB76|f__REEB76|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__REEB76|f__REEB76|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__SLND01	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__SLND01|f__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__SLND01|f__|g__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__SLND01|f__|g__|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales	607
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__|g__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__|g__|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae	605
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__	118
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__|s__	118
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19	113
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19|s__	103
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19|s__13-2-20CM-66-19 sp003136935	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19|s__13-2-20CM-66-19 sp003156695	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198	170
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198|s__	155
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198|s__Bog-1198 sp003134045	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198|s__Bog-1198 sp003137095	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198|s__Bog-1198 sp003164785	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198|s__Bog-1198 sp003165495	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__CAILZL01	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__CAILZL01|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__FEN-1191	92
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__FEN-1191|s__	91
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__FEN-1191|s__FEN-1191 sp003132025	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__PALSA-1196	38
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__PALSA-1196|s__	26
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__PALSA-1196|s__PALSA-1196 sp003140135	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__RPQJ01	11
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__RPQJ01|s__	11
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__SCUD01	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__SCUD01|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__SG8-30	17
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__SG8-30|s__	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__SG8-30|s__SG8-30 sp001303245	8
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Steroidobacter	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Steroidobacter_A	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Steroidobacter_A|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Steroidobacter|s__	12
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__UBA964	25
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__UBA964|s__	25
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__ZC4RG24	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__ZC4RG24|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__ZC4RG30	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__ZC4RG30|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__SZUA-229	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__SZUA-229|f__SZUA-229	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__SZUA-229|f__SZUA-229|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__SZUA-229|f__SZUA-229|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Tenderiales	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Tenderiales|f__Tenderiaceae	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Tenderiales|f__Tenderiaceae|g__Tenderia	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Tenderiales|f__Tenderiaceae|g__Tenderia|s__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales	25
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__DSM-19610	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__DSM-19610|g__Thiogranum	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__DSM-19610|g__Thiogranum|s__	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__Thiohalobacteraceae	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__Thiohalobacteraceae|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__Thiohalobacteraceae|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__UBA9214	17
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__UBA9214|g__	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__UBA9214|g__|s__	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__UBA9214|g__SZUA-186	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__UBA9214|g__SZUA-186|s__	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__UBA9214|g__UBA9214	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalobacterales|f__UBA9214|g__UBA9214|s__	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A	29
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__SG8-11	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__SG8-11|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__SG8-11|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__SZUA-152	11
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__SZUA-152|g__	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__SZUA-152|g__|s__	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__SZUA-152|g__SZUA-152	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__SZUA-152|g__SZUA-152|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__UBA6429	17
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__UBA6429|g__	13
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__UBA6429|g__|s__	13
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__UBA6429|g__SZUA-24	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__UBA6429|g__SZUA-24|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__UBA6429|g__UBA6492	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales_A|f__UBA6429|g__UBA6492|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__RBG-16-57-12	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__RBG-16-57-12|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__RBG-16-57-12|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__Thiohalomonadaceae	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__Thiohalomonadaceae|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__Thiohalomonadaceae|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__Thiohalomonadaceae|g__SLDE01	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__Thiohalomonadaceae|g__SLDE01|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__Thiohalomonadaceae|g__UBA3588	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiohalomonadales|f__Thiohalomonadaceae|g__UBA3588|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA10353	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA10353|f__BMS3Bbin11	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA10353|f__BMS3Bbin11|g__BMS3Bbin11	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA10353|f__BMS3Bbin11|g__BMS3Bbin11|s__	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA1113	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA1113|f__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA1113|f__|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA1113|f__|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA1113|f__UBA1113	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA1113|f__UBA1113|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA1113|f__UBA1113|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA12402	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA12402|f__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA12402|f__|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA12402|f__|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA12402|f__UBA12402	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA12402|f__UBA12402|g__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA12402|f__UBA12402|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4486	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4486|f__UBA4486	9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4486|f__UBA4486|g__	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4486|f__UBA4486|g__|s__	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4486|f__UBA4486|g__2-02-FULL-47-50	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4486|f__UBA4486|g__2-02-FULL-47-50|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4486|f__UBA4486|g__2-02-FULL-61-13	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4486|f__UBA4486|g__2-02-FULL-61-13|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4575	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4575|f__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4575|f__|g__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA4575|f__|g__|s__	4
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158	10
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__|s__	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__2-12-FULL-43-28	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__2-12-FULL-43-28|s__	2
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__2-12-FULL-45-12	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__2-12-FULL-45-12|s__	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__UBA4722	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__UBA4722|s__GCA_002404295.1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__UBA5158	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5158|f__UBA5158|g__UBA5158|s__GCA_002413665.1	1
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5335	6
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5335|f__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5335|f__|g__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5335|f__|g__|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5335|f__UBA5335	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5335|f__UBA5335|g__UBA5335	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA5335|f__UBA5335|g__UBA5335|s__	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6002	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6002|f__UBA6002	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6002|f__UBA6002|g__	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA6002|f__UBA6002|g__|s__	5
